"Id","Holiday Name","Day","Type","Comments","Holiday Date","State","Country"
1659,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Negeri Sembilan,Malaysia
1660,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Negeri Sembilan,Malaysia
1661,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Negeri Sembilan,Malaysia
1662,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Negeri Sembilan,Malaysia
1663,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Negeri Sembilan,Malaysia
1664,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Negeri Sembilan,Malaysia
1665,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Negeri Sembilan,Malaysia
1666,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Negeri Sembilan,Malaysia
1667,National Day,Monday,National Holiday,Independence Day,2026-08-31,Negeri Sembilan,Malaysia
1668,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Negeri Sembilan,Malaysia
1669,Deepavali,Sunday,Regional Holiday,The festival of lights. Except Sarawak,2026-11-08,Negeri Sembilan,Malaysia
1670,Christmas Day,Friday,National Holiday,"",2026-12-25,Negeri Sembilan,Malaysia
1671,New Year's Day,Thursday,Regional Holiday,Most states,2026-01-01,Pahang,Malaysia
1672,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Pahang,Malaysia
1673,Chinese New Year Holiday,Wednesday,Regional Holiday,"2nd day of 1st lunar Except Terengganu",2026-02-18,Pahang,Malaysia
1674,Nuzul Al-Quran Day,Saturday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2026-03-07,Pahang,Malaysia
1675,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Pahang,Malaysia
1676,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Pahang,Malaysia
1677,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Pahang,Malaysia
1678,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Pahang,Malaysia
1679,The Sultan of Pahang Hol,Friday,Regional Holiday,Pahang,2026-05-22,Pahang,Malaysia
1680,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Pahang,Malaysia
1681,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Pahang,Malaysia
1682,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Pahang,Malaysia
1683,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Pahang,Malaysia
1684,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Pahang,Malaysia
1685,Birthday of the Sultan of Pahang,Thursday,Regional Holiday,Pahang only,2026-07-30,Pahang,Malaysia
1686,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Pahang,Malaysia
1687,National Day,Monday,National Holiday,Independence Day,2026-08-31,Pahang,Malaysia
1688,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Pahang,Malaysia
1689,Deepavali,Sunday,Regional Holiday,The festival of lights. Except Sarawak,2026-11-08,Pahang,Malaysia
1690,Christmas Day,Friday,National Holiday,"",2026-12-25,Pahang,Malaysia
1691,New Year's Day,Thursday,Regional Holiday,Most states,2026-01-01,Putrajaya,Malaysia
1692,Thaipusam,Sunday,Regional Holiday,Several states,2026-02-01,Putrajaya,Malaysia
1693,Federal Territory Day,Sunday,Regional Holiday,"Kuala Lumpur, Labuan, Putrajaya",2026-02-01,Putrajaya,Malaysia
1694,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Putrajaya,Malaysia
1695,Chinese New Year,Wednesday,Regional Holiday,"2nd day of 1st lunar Except Terengganu",2026-02-18,Putrajaya,Malaysia
1696,Nuzul Al-Quran Day,Saturday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2026-03-07,Putrajaya,Malaysia
1697,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Putrajaya,Malaysia
1698,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Putrajaya,Malaysia
1699,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Putrajaya,Malaysia
1700,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Putrajaya,Malaysia
1701,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Putrajaya,Malaysia
1702,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Putrajaya,Malaysia
1703,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Putrajaya,Malaysia
1704,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Putrajaya,Malaysia
1705,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Putrajaya,Malaysia
1706,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Putrajaya,Malaysia
1707,National Day,Monday,National Holiday,Independence Day,2026-08-31,Putrajaya,Malaysia
1708,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Putrajaya,Malaysia
1709,Deepavali,Sunday,Regional Holiday,The festival of lights. Except Sarawak,2026-11-08,Putrajaya,Malaysia
1710,Christmas Day,Friday,National Holiday,"",2026-12-25,Putrajaya,Malaysia
1711,Isra and Miraj,Friday,Regional Holiday,"Kedah, Perlis and Negeri Sembilan",2026-01-16,Perlis,Malaysia
1712,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Perlis,Malaysia
1713,Chinese New Year,Wednesday,Regional Holiday,"2nd day of 1st lunar Except Terengganu",2026-02-18,Perlis,Malaysia
1714,Nuzul Al-Quran Day,Saturday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2026-03-07,Perlis,Malaysia
1715,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Perlis,Malaysia
1716,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Perlis,Malaysia
1717,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Perlis,Malaysia
1718,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Perlis,Malaysia
1719,Birthday of the Raja of Perlis,Sunday,Regional Holiday,Perlis only,2026-05-17,Perlis,Malaysia
1720,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Perlis,Malaysia
1721,Hari Raya Haji Holiday,Thursday,Regional Holiday,Some states,2026-05-28,Perlis,Malaysia
1722,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Perlis,Malaysia
1723,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Perlis,Malaysia
1724,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Perlis,Malaysia
1725,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Perlis,Malaysia
1726,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Perlis,Malaysia
1727,National Day,Monday,National Holiday,Independence Day,2026-08-31,Perlis,Malaysia
1728,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Perlis,Malaysia
1729,Deepavali,Sunday,Regional Holiday,The festival of lights. Except Sarawak,2026-11-08,Perlis,Malaysia
1730,Christmas Day,Friday,National Holiday,"",2026-12-25,Perlis,Malaysia
1731,New Year's Day,Thursday,Regional Holiday,Most states,2026-01-01,Penang,Malaysia
1732,Thaipusam,Sunday,Regional Holiday,Several states,2026-02-01,Penang,Malaysia
1733,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Penang,Malaysia
1734,Chinese New Year Holiday,Wednesday,Regional Holiday,"2nd day of 1st lunar Except Terengganu",2026-02-18,Penang,Malaysia
1735,Nuzul Al-Quran Day,Saturday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2026-03-07,Penang,Malaysia
1736,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Penang,Malaysia
1737,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Penang,Malaysia
1738,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Penang,Malaysia
1739,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Penang,Malaysia
1740,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Penang,Malaysia
1741,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Penang,Malaysia
1742,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Penang,Malaysia
1743,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Penang,Malaysia
1744,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Penang,Malaysia
1745,George Town Heritage Day,Tuesday,Regional Holiday,Penang only,2026-07-07,Penang,Malaysia
1746,Birthday of the Governor,Saturday,Regional Holiday,Penang,2026-07-11,Penang,Malaysia
1747,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Penang,Malaysia
1748,National Day,Monday,National Holiday,Independence Day,2026-08-31,Penang,Malaysia
1749,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Penang,Malaysia
1750,Deepavali,Sunday,Regional Holiday,The festival of lights. Except Sarawak,2026-11-08,Penang,Malaysia
1751,Christmas Day,Friday,National Holiday,"",2026-12-25,Penang,Malaysia
1752,New Year's Day,Thursday,Regional Holiday,Most states,2026-01-01,Perak,Malaysia
1753,Thaipusam,Sunday,Regional Holiday,Several states,2026-02-01,Perak,Malaysia
1754,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Perak,Malaysia
1755,Chinese New Year Holiday,Wednesday,Regional Holiday,"2nd day of 1st lunar Except Terengganu",2026-02-18,Perak,Malaysia
1756,Nuzul Al-Quran Day,Saturday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2026-03-07,Perak,Malaysia
1757,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Perak,Malaysia
1758,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Perak,Malaysia
1759,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Perak,Malaysia
1760,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Perak,Malaysia
1761,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Perak,Malaysia
1762,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Perak,Malaysia
1763,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Perak,Malaysia
1764,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Perak,Malaysia
1765,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Perak,Malaysia
1766,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Perak,Malaysia
1767,National Day,Monday,National Holiday,Independence Day,2026-08-31,Perak,Malaysia
1768,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Perak,Malaysia
1769,Birthday of the Sultan of Perak,Saturday,Regional Holiday,First Friday of November,2026-11-07,Perak,Malaysia
1770,Deepavali,Sunday,Regional Holiday,The festival of lights. Except Sarawak,2026-11-08,Perak,Malaysia
1771,Christmas Day,Friday,National Holiday,"",2026-12-25,Perak,Malaysia
1772,New Year's Day,Thursday,Regional Holiday,Most states,2026-01-01,Sabah,Malaysia
1773,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Sabah,Malaysia
1774,Chinese New Year,Wednesday,Regional Holiday,"2nd day of 1st lunar Except Terengganu",2026-02-18,Sabah,Malaysia
1775,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Sabah,Malaysia
1776,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Sabah,Malaysia
1777,Good Friday,Friday,Regional Holiday,Sabah and Sarawak,2026-04-03,Sabah,Malaysia
1778,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Sabah,Malaysia
1779,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Sabah,Malaysia
1780,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Sabah,Malaysia
1781,Pesta Kaamatan,Saturday,Regional Holiday,Sabah and Labuan only,2026-05-30,Sabah,Malaysia
1782,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Sabah,Malaysia
1783,Pesta Kaamatan,Sunday,Regional Holiday,Sabah and Labuan only,2026-05-31,Sabah,Malaysia
1784,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Sabah,Malaysia
1785,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Sabah,Malaysia
1786,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Sabah,Malaysia
1787,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Sabah,Malaysia
1788,National Day,Monday,National Holiday,Independence Day,2026-08-31,Sabah,Malaysia
1789,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Sabah,Malaysia
1790,Birthday of the Governor of Sabah,Saturday,Regional Holiday,Sabah only. 1st Saturday in October,2026-10-03,Sabah,Malaysia
1791,Deepavali,Sunday,Regional Holiday,The festival of lights. Except Sarawak,2026-11-08,Sabah,Malaysia
1792,Christmas Eve,Thursday,Regional Holiday,Sabah,2026-12-24,Sabah,Malaysia
1793,Christmas Day,Friday,National Holiday,"",2026-12-25,Sabah,Malaysia
1794,New Year's Day,Thursday,Regional Holiday,Most states,2026-01-01,Selangor,Malaysia
1795,Thaipusam,Sunday,Regional Holiday,Several states,2026-02-01,Selangor,Malaysia
1796,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Selangor,Malaysia
1797,Chinese New Year,Wednesday,Regional Holiday,"2nd day of 1st lunar Except Terengganu",2026-02-18,Selangor,Malaysia
1798,Nuzul Al-Quran Day,Saturday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2026-03-07,Selangor,Malaysia
1799,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Selangor,Malaysia
1800,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Selangor,Malaysia
1801,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Selangor,Malaysia
1802,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Selangor,Malaysia
1803,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Selangor,Malaysia
1804,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Selangor,Malaysia
1805,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Selangor,Malaysia
1806,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Selangor,Malaysia
1807,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Selangor,Malaysia
1808,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Selangor,Malaysia
1809,National Day,Monday,National Holiday,Independence Day,2026-08-31,Selangor,Malaysia
1810,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Selangor,Malaysia
1811,Deepavali,Sunday,Regional Holiday,The festival of lights. Except Sarawak,2026-11-08,Selangor,Malaysia
1812,Birthday of The Sultan of Selangor,Friday,Regional Holiday,Selangor,2026-12-11,Selangor,Malaysia
1813,Christmas Day,Friday,National Holiday,"",2026-12-25,Selangor,Malaysia
1814,New Year's Day,Thursday,Regional Holiday,Most states,2026-01-01,Sarawak,Malaysia
1815,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Sarawak,Malaysia
1816,Chinese New Year,Wednesday,Regional Holiday,"2nd day of 1st lunar Except Terengganu",2026-02-18,Sarawak,Malaysia
1817,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Sarawak,Malaysia
1818,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Sarawak,Malaysia
1819,Good Friday,Friday,Regional Holiday,Sabah and Sarawak,2026-04-03,Sarawak,Malaysia
1820,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Sarawak,Malaysia
1821,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Sarawak,Malaysia
1822,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Sarawak,Malaysia
1823,Hari Raya Haji Holiday,Thursday,Regional Holiday,Some states,2026-05-28,Sarawak,Malaysia
1824,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Sarawak,Malaysia
1825,Gawai Dayak,Monday,Regional Holiday,Sarawak,2026-06-01,Sarawak,Malaysia
1826,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Sarawak,Malaysia
1827,Gawai Dayak,Tuesday,Regional Holiday,Sarawak,2026-06-02,Sarawak,Malaysia
1828,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Sarawak,Malaysia
1829,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2026-06-21,Sarawak,Malaysia
1830,Sarawak Day,Wednesday,Regional Holiday,"",2026-07-22,Sarawak,Malaysia
1831,Maulidur Rasul,Tuesday,National Holiday,Birthday of Prophet Muhammad,2026-08-25,Sarawak,Malaysia
1832,National Day,Monday,National Holiday,Independence Day,2026-08-31,Sarawak,Malaysia
1833,Malaysia Day,Wednesday,National Holiday,Became a Federal Holiday in 2010,2026-09-16,Sarawak,Malaysia
1834,Birthday of the Governor of Sarawak,Saturday,Regional Holiday,Sarawak only,2026-10-10,Sarawak,Malaysia
1835,Christmas Day,Friday,National Holiday,"",2026-12-25,Sarawak,Malaysia
1836,Chinese New Year,Tuesday,National Holiday,"1st day of 1st lunar month",2026-02-17,Terengganu,Malaysia
1837,Anniversary of Installation of the Sultan,Wednesday,Regional Holiday,Terengganu,2026-03-04,Terengganu,Malaysia
1838,Nuzul Al-Quran Day,Saturday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2026-03-07,Terengganu,Malaysia
1839,Hari Raya Aidilfitri,Friday,National Holiday,End of Ramadan,2026-03-20,Terengganu,Malaysia
1840,Hari Raya Aidilfitri Holiday,Saturday,National Holiday,Second day of holiday for Eid Al-Fitr,2026-03-21,Terengganu,Malaysia
1841,Birthday of the Sultan of Terengganu,Sunday,Regional Holiday,Terengganu only. Always celebrated on 26 April,2026-04-26,Terengganu,Malaysia
1842,Labour Day,Friday,National Holiday,International Workers' Day,2026-05-01,Terengganu,Malaysia
1843,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2026-05-10,Terengganu,Malaysia
1844,Hari Raya Haji,Wednesday,National Holiday,Festival of Sacrifice,2026-05-27,Terengganu,Malaysia
1845,Hari Raya Haji Holiday,Thursday,Regional Holiday,Some states,2026-05-28,Terengganu,Malaysia
1846,Wesak Day,Sunday,National Holiday,Birth of Buddha,2026-05-31,Terengganu,Malaysia
1847,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2026-06-01,Terengganu,Malaysia
1848,Awal Muharram,Tuesday,National Holiday,Hijri New Year,2026-06-16,Terengganu,Malaysia
